id,season,week,seasonType,startTime,isStartTimeTBD,homeTeam,homeConference,awayTeam,awayConference,mediaType,outlet
401110799,2019,4,regular,2019-09-21T16:00:00.000Z,,Florida,SEC,Tennessee,SEC,tv,ESPN
401110799,2019,4,regular,2019-09-21T16:00:00.000Z,,Florida,SEC,Tennessee,SEC,radio,ESPNRM
401112224,2019,4,regular,2019-09-21T16:00:00.000Z,,Wisconsin,Big Ten,Michigan,Big Ten,tv,FOX
401112125,2019,4,regular,2019-09-21T23:30:00.000Z,,Texas,Big 12,Oklahoma State,Big 12,tv,ABC
401112461,2019,4,regular,2019-09-21T19:30:00.000Z,,Pittsburgh,ACC,UCF,American Athletic,tv,ABC
401112461,2019,4,regular,2019-09-21T19:30:00.000Z,,Pittsburgh,ACC,UCF,American Athletic,tv,ESPN2
401114195,2019,4,regular,2019-09-21T23:00:00.000Z,,Stanford,Pac-12,Oregon,Pac-12,tv,ESPN
401114215,2019,4,regular,2019-09-22T02:30:00.000Z,,Washington State,Pac-12,UCLA,Pac-12,tv,ESPN
401112463,2019,4,regular,2019-09-21T23:00:00.000Z,,Virginia,ACC,Old Dominion,Conference USA,tv,ESPN2
401114235,2019,4,regular,2019-09-21T19:30:00.000Z,,BYU,FBS Independents,Washington,Pac-12,tv,ABC
401114235,2019,4,regular,2019-09-21T19:30:00.000Z,,BYU,FBS Independents,Washington,Pac-12,tv,ESPN2
401110801,2019,4,regular,2019-09-21T16:00:00.000Z,,Ole Miss,SEC,California,Pac-12,tv,ESPNU
401114155,2019,4,regular,2019-09-22T02:00:00.000Z,,Arizona State,Pac-12,Colorado,Pac-12,tv,PAC12
401112131,2019,4,regular,2019-09-21T19:30:00.000Z,,TCU,Big 12,SMU,American Athletic,tv,FS1
401112462,2019,4,regular,2019-09-21T16:00:00.000Z,,Syracuse,ACC,Western Michigan,Mid-American,tv,ACCN
401112464,2019,4,regular,2019-09-21T16:00:00.000Z,,Wake Forest,ACC,Elon,,web,ACCNX
401112265,2019,4,regular,2019-09-21T16:00:00.000Z,,Rutgers,Big Ten,Boston College,ACC,tv,BTN
401112087,2019,4,regular,2019-09-21T16:00:00.000Z,,Iowa State,Big 12,Louisiana Monroe,Sun Belt,tv,FS1
401112160,2019,4,regular,2019-09-21T16:00:00.000Z,,Indiana,Big Ten,Connecticut,American Athletic,tv,BTN
401112215,2019,4,regular,2019-09-21T16:00:00.000Z,,Northwestern,Big Ten,Michigan State,Big Ten,tv,ABC
401114327,2019,4,regular,2019-09-21T16:00:00.000Z,,Army,FBS Independents,Morgan State,,tv,CBSSN
401119268,2019,4,regular,2019-09-21T18:00:00.000Z,,Ohio,Mid-American,Louisiana,Sun Belt,web,ESPN+
401119269,2019,4,regular,2019-09-21T19:00:00.000Z,,Akron,Mid-American,Troy,Sun Belt,web,ESPN+
401119267,2019,4,regular,2019-09-21T19:00:00.000Z,,Eastern Michigan,Mid-American,Central Connecticut,,web,ESPN3
401117870,2019,4,regular,2019-09-21T19:30:00.000Z,,Buffalo,Mid-American,Temple,American Athletic,tv,ESPNU
401119266,2019,4,regular,2019-09-21T19:30:00.000Z,,Kent State,Mid-American,Bowling Green,Mid-American,web,ESPN3
401117509,2019,4,regular,2019-09-21T19:30:00.000Z,,Tulsa,American Athletic,Wyoming,Mountain West,tv,CBSSN
401114265,2019,4,regular,2019-09-21T19:30:00.000Z,,UAB,Conference USA,South Alabama,Sun Belt,tv,NFL
401112457,2019,4,regular,2019-09-21T19:30:00.000Z,,Florida State,ACC,Louisville,ACC,tv,ESPN
401112459,2019,4,regular,2019-09-21T19:30:00.000Z,,North Carolina,ACC,Appalachian State,Sun Belt,web,ACCNX
401112458,2019,4,regular,2019-09-21T20:00:00.000Z,,Miami,ACC,Central Michigan,Mid-American,tv,ACCN
401110802,2019,4,regular,2019-09-21T20:00:00.000Z,,Mississippi State,SEC,Kentucky,SEC,tv,SECN
401110803,2019,4,regular,2019-09-21T20:00:00.000Z,,Missouri,SEC,South Carolina,SEC,tv,SECN
401112099,2019,4,regular,2019-09-21T20:30:00.000Z,,Kansas,Big 12,West Virginia,Big 12,web,ESPN+
401114349,2019,4,regular,2019-09-21T22:00:00.000Z,,Liberty,FBS Independents,Hampton,,web,ESPN+
401116697,2019,4,regular,2019-09-21T22:00:00.000Z,,East Carolina,American Athletic,William & Mary,,web,ESPN3
401114263,2019,4,regular,2019-09-21T22:00:00.000Z,,Florida Atlantic,Conference USA,Wagner,,web,ESPN+
401121941,2019,4,regular,2019-09-21T23:00:00.000Z,,Arkansas State,Sun Belt,Southern Illinois,,web,ESPN3
401121942,2019,4,regular,2019-09-21T23:00:00.000Z,,Texas State,Sun Belt,Georgia State,Sun Belt,web,ESPN+
401112075,2019,4,regular,2019-09-21T23:00:00.000Z,,Rice,Conference USA,Baylor,Big 12,tv,CBSSN
401112460,2019,4,regular,2019-09-21T23:00:00.000Z,,NC State,ACC,Ball State,Mid-American,tv,ESPNU
401110798,2019,4,regular,2019-09-21T23:30:00.000Z,,Arkansas,SEC,San José State,Mountain West,tv,SECN
401114266,2019,4,regular,2019-09-22T00:00:00.000Z,,UTEP,Conference USA,Nevada,Mountain West,web,ESPN3
401112148,2019,4,regular,2019-09-22T00:00:00.000Z,,Illinois,Big Ten,Nebraska,Big Ten,tv,BTN
401117507,2019,4,regular,2019-09-22T02:15:00.000Z,,Colorado State,Mountain West,Toledo,Mid-American,tv,ESPN2
401117508,2019,4,regular,2019-09-22T02:30:00.000Z,,San Diego State,Mountain West,Utah State,Mountain West,tv,CBSSN
401117871,2019,5,regular,2019-09-27T00:00:00.000Z,,Memphis,American Athletic,Navy,American Athletic,tv,ESPN
401112204,2019,5,regular,2019-09-28T00:00:00.000Z,,Maryland,Big Ten,Penn State,Big Ten,tv,FS1
401114156,2019,5,regular,2019-09-28T02:30:00.000Z,,California,Pac-12,Arizona State,Pac-12,tv,ESPN
401112465,2019,5,regular,2019-09-27T23:00:00.000Z,,Virginia Tech,ACC,Duke,ACC,tv,ESPN
401117512,2019,5,regular,2019-09-28T00:00:00.000Z,,Air Force,Mountain West,San José State,Mountain West,tv,CBSSN
401112467,2019,5,regular,2019-09-28T19:30:00.000Z,,North Carolina,ACC,Clemson,ACC,tv,ABC
401110806,2019,5,regular,2019-09-28T19:30:00.000Z,,Alabama,SEC,Ole Miss,SEC,tv,CBS
401110806,2019,5,regular,2019-09-28T19:30:00.000Z,,Alabama,SEC,Ole Miss,SEC,radio,ESPNRM
401112241,2019,5,regular,2019-09-28T23:30:00.000Z,,Nebraska,Big Ten,Ohio State,Big Ten,tv,ABC
401112117,2019,5,regular,2019-09-28T16:00:00.000Z,,Oklahoma,Big 12,Texas Tech,Big 12,tv,FOX
401110808,2019,5,regular,2019-09-28T23:00:00.000Z,,Auburn,SEC,Mississippi State,SEC,tv,ESPN
401112247,2019,5,regular,2019-09-28T16:00:00.000Z,,Wisconsin,Big Ten,Northwestern,Big Ten,tv,ABC
401110809,2019,5,regular,2019-09-28T20:00:00.000Z,,Florida,SEC,Towson,,tv,SECN
401112472,2019,5,regular,2019-09-28T19:30:00.000Z,,Notre Dame,FBS Independents,Virginia,ACC,tv,NBC
401112193,2019,5,regular,2019-09-28T16:00:00.000Z,,Iowa,Big Ten,Middle Tennessee,Conference USA,tv,ESPN2
401114221,2019,5,regular,2019-09-28T19:30:00.000Z,,Washington,Pac-12,USC,Pac-12,tv,FOX
401114226,2019,5,regular,2019-09-29T02:00:00.000Z,,Utah,Pac-12,Washington State,Pac-12,tv,FS1
401112225,2019,5,regular,2019-09-28T16:00:00.000Z,,Michigan,Big Ten,Rutgers,Big Ten,tv,BTN
401117872,2019,5,regular,2019-09-28T23:00:00.000Z,,UCF,American Athletic,Connecticut,American Athletic,tv,ESPN2
401110807,2019,5,regular,2019-09-28T16:00:00.000Z,,Arkansas,SEC,Texas A&M,SEC,tv,ESPN
401112108,2019,5,regular,2019-09-28T23:00:00.000Z,,Oklahoma State,Big 12,Kansas State,Big 12,web,ESPN+
401112161,2019,5,regular,2019-09-28T19:30:00.000Z,,Michigan State,Big Ten,Indiana,Big Ten,tv,BTN
401112471,2019,5,regular,2019-09-28T16:00:00.000Z,,Syracuse,ACC,Holy Cross,,tv,ACCN
401110811,2019,5,regular,2019-09-28T16:00:00.000Z,,Vanderbilt,SEC,Northern Illinois,Mid-American,tv,SECN
401112100,2019,5,regular,2019-09-28T16:00:00.000Z,,TCU,Big 12,Kansas,Big 12,tv,FS1
401117213,2019,5,regular,2019-09-28T16:00:00.000Z,,Toledo,Mid-American,BYU,FBS Independents,web,ESPN+
401119270,2019,5,regular,2019-09-28T16:00:00.000Z,,Miami (OH),Mid-American,Buffalo,Mid-American,tv,ESPNU
401119271,2019,5,regular,2019-09-28T16:00:00.000Z,,Western Michigan,Mid-American,Central Michigan,Mid-American,tv,CBSSN
401112470,2019,5,regular,2019-09-28T16:30:00.000Z,,Pittsburgh,ACC,Delaware,,web,ACCNX
401114267,2019,5,regular,2019-09-28T19:30:00.000Z,,Charlotte,Conference USA,Florida Atlantic,Conference USA,tv,NFL
401112469,2019,5,regular,2019-09-28T19:30:00.000Z,,Temple,American Athletic,Georgia Tech,ACC,tv,CBSSN
401112466,2019,5,regular,2019-09-28T19:30:00.000Z,,Boston College,ACC,Wake Forest,ACC,tv,ACCN
401112076,2019,5,regular,2019-09-28T19:30:00.000Z,,Baylor,Big 12,Iowa State,Big 12,tv,ESPN
401112232,2019,5,regular,2019-09-28T19:30:00.000Z,,Purdue,Big Ten,Minnesota,Big Ten,tv,ESPN2
401121943,2019,5,regular,2019-09-28T19:30:00.000Z,,Appalachian State,Sun Belt,Coastal Carolina,Sun Belt,web,ESPN+
401117873,2019,5,regular,2019-09-28T20:00:00.000Z,,South Florida,American Athletic,SMU,American Athletic,tv,ESPNU
401114350,2019,5,regular,2019-09-28T22:00:00.000Z,,Liberty,FBS Independents,New Mexico,Mountain West,web,ESPN+
401114271,2019,5,regular,2019-09-28T22:00:00.000Z,,Old Dominion,Conference USA,East Carolina,American Athletic,web,ESPN+
401121944,2019,5,regular,2019-09-28T22:00:00.000Z,,Troy,Sun Belt,Arkansas State,Sun Belt,web,ESPN+
401121945,2019,5,regular,2019-09-28T22:00:00.000Z,,Georgia Southern,Sun Belt,Louisiana,Sun Belt,web,ESPN+
401121946,2019,5,regular,2019-09-28T23:00:00.000Z,,Louisiana Monroe,Sun Belt,South Alabama,Sun Belt,web,ESPN+
401121947,2019,5,regular,2019-09-28T23:00:00.000Z,,Texas State,Sun Belt,Nicholls,,web,ESPN3
401114272,2019,5,regular,2019-09-28T23:00:00.000Z,,Southern Mississippi,Conference USA,UTEP,Conference USA,web,ESPN+
401114273,2019,5,regular,2019-09-28T23:00:00.000Z,,Western Kentucky,Conference USA,UAB,Conference USA,web,ESPN+
401114268,2019,5,regular,2019-09-28T23:00:00.000Z,,Rice,Conference USA,Louisiana Tech,Conference USA,web,ESPN3
401114202,2019,5,regular,2019-09-28T23:00:00.000Z,,Oregon State,Pac-12,Stanford,Pac-12,tv,PAC12
401112468,2019,5,regular,2019-09-28T23:30:00.000Z,,Florida State,ACC,NC State,ACC,tv,ACCN
401110810,2019,5,regular,2019-09-28T23:30:00.000Z,,South Carolina,SEC,Kentucky,SEC,tv,SECN
401117513,2019,5,regular,2019-09-28T23:30:00.000Z,,Utah State,Mountain West,Colorado State,Mountain West,tv,CBSSN
401117514,2019,5,regular,2019-09-29T00:00:00.000Z,,Wyoming,Mountain West,UNLV,Mountain West,tv,ESPNU
401114166,2019,5,regular,2019-09-29T02:30:00.000Z,,Arizona,Pac-12,UCLA,Pac-12,tv,ESPN
401117515,2019,5,regular,2019-09-29T02:30:00.000Z,,Nevada,Mountain West,Hawai'i,Mountain West,tv,ESPN2
401121948,2019,6,regular,2019-10-03T23:30:00.000Z,,South Alabama,Sun Belt,Georgia Southern,Sun Belt,tv,ESPNU
401117874,2019,6,regular,2019-10-04T00:00:00.000Z,,East Carolina,American Athletic,Temple,American Athletic,tv,ESPN
401117875,2019,6,regular,2019-10-05T00:00:00.000Z,,Cincinnati,American Athletic,UCF,American Athletic,tv,ESPN
401117519,2019,6,regular,2019-10-05T02:00:00.000Z,,San José State,Mountain West,New Mexico,Mountain West,tv,CBSSN
401110816,2019,6,regular,2019-10-05T23:00:00.000Z,,Tennessee,SEC,Georgia,SEC,tv,ESPN
401112216,2019,6,regular,2019-10-05T23:30:00.000Z,,Ohio State,Big Ten,Michigan State,Big Ten,tv,ABC
401112216,2019,6,regular,2019-10-05T23:30:00.000Z,,Ohio State,Big Ten,Michigan State,Big Ten,radio,ESPNRM
401110813,2019,6,regular,2019-10-05T16:00:00.000Z,,LSU,SEC,Utah State,Mountain West,tv,SECN
401112101,2019,6,regular,2019-10-05T16:00:00.000Z,,Kansas,Big 12,Oklahoma,Big 12,tv,ABC
401110812,2019,6,regular,2019-10-05T19:30:00.000Z,,Florida,SEC,Auburn,SEC,tv,CBS
401112269,2019,6,regular,2019-10-05T16:00:00.000Z,,Wisconsin,Big Ten,Kent State,Mid-American,tv,ESPNU
401114337,2019,6,regular,2019-10-05T19:30:00.000Z,,Notre Dame,FBS Independents,Bowling Green,Mid-American,tv,NBC
401112137,2019,6,regular,2019-10-05T19:30:00.000Z,,West Virginia,Big 12,Texas,Big 12,tv,ABC
401112260,2019,6,regular,2019-10-05T16:00:00.000Z,,Penn State,Big Ten,Purdue,Big Ten,tv,ESPN
401114177,2019,6,regular,2019-10-06T00:00:00.000Z,,Oregon,Pac-12,California,Pac-12,tv,FOX
401112194,2019,6,regular,2019-10-05T16:00:00.000Z,,Michigan,Big Ten,Iowa,Big Ten,tv,FOX
401114209,2019,6,regular,2019-10-06T02:30:00.000Z,,Stanford,Pac-12,Washington,Pac-12,tv,ESPN
401117517,2019,6,regular,2019-10-06T02:30:00.000Z,,UNLV,Mountain West,Boise State,Mountain West,tv,CBSSN
401112126,2019,6,regular,2019-10-05T16:00:00.000Z,,Texas Tech,Big 12,Oklahoma State,Big 12,tv,FS1
401117878,2019,6,regular,2019-10-05T23:30:00.000Z,,SMU,American Athletic,Tulsa,American Athletic,tv,ESPNU
401112205,2019,6,regular,2019-10-05T16:00:00.000Z,,Rutgers,Big Ten,Maryland,Big Ten,tv,BTN
401114328,2019,6,regular,2019-10-05T16:00:00.000Z,,Army,FBS Independents,Tulane,American Athletic,tv,CBSSN
401112473,2019,6,regular,2019-10-05T16:30:00.000Z,,Louisville,ACC,Boston College,ACC,web,ACCNX
401112088,2019,6,regular,2019-10-05T18:00:00.000Z,,Iowa State,Big 12,TCU,Big 12,tv,ESPN2
401119273,2019,6,regular,2019-10-05T19:00:00.000Z,,Central Michigan,Mid-American,Eastern Michigan,Mid-American,web,ESPN+
401119274,2019,6,regular,2019-10-05T19:30:00.000Z,,Buffalo,Mid-American,Ohio,Mid-American,web,ESPN+
401119275,2019,6,regular,2019-10-05T19:30:00.000Z,,Toledo,Mid-American,Western Michigan,Mid-American,web,ESPN+
401121949,2019,6,regular,2019-10-05T19:30:00.000Z,,Georgia State,Sun Belt,Arkansas State,Sun Belt,web,ESPN+
401119272,2019,6,regular,2019-10-05T19:30:00.000Z,,Northern Illinois,Mid-American,Ball State,Mid-American,web,ESPN3
401112476,2019,6,regular,2019-10-05T19:30:00.000Z,,Miami,ACC,Virginia Tech,ACC,tv,ESPN
401117516,2019,6,regular,2019-10-05T19:30:00.000Z,,Navy,American Athletic,Air Force,Mountain West,tv,CBSSN
401112077,2019,6,regular,2019-10-05T19:30:00.000Z,,Kansas State,Big 12,Baylor,Big 12,tv,ESPN2
401112149,2019,6,regular,2019-10-05T19:30:00.000Z,,Minnesota,Big Ten,Illinois,Big Ten,tv,BTN
401117877,2019,6,regular,2019-10-05T19:45:00.000Z,,Louisiana Monroe,Sun Belt,Memphis,American Athletic,tv,ESPNU
401110815,2019,6,regular,2019-10-05T20:00:00.000Z,,Missouri,SEC,Troy,Sun Belt,tv,SECN
401112475,2019,6,regular,2019-10-05T20:00:00.000Z,,Georgia Tech,ACC,North Carolina,ACC,tv,ACCN
401114276,2019,6,regular,2019-10-05T22:00:00.000Z,,Old Dominion,Conference USA,Western Kentucky,Conference USA,web,ESPN+
401114277,2019,6,regular,2019-10-05T23:00:00.000Z,,UAB,Conference USA,Rice,Conference USA,web,ESPN+
401114274,2019,6,regular,2019-10-05T23:00:00.000Z,,Florida International,Conference USA,UMass,FBS Independents,web,ESPN3
401110814,2019,6,regular,2019-10-05T23:30:00.000Z,,Ole Miss,SEC,Vanderbilt,SEC,tv,SECN
401112474,2019,6,regular,2019-10-06T00:00:00.000Z,,Duke,ACC,Pittsburgh,ACC,tv,ACCN
401114278,2019,6,regular,2019-10-06T00:00:00.000Z,,UTEP,Conference USA,UT San Antonio,Conference USA,web,ESPN+
401117518,2019,6,regular,2019-10-06T02:00:00.000Z,,Colorado State,Mountain West,San Diego State,Mountain West,tv,ESPN2
401121950,2019,7,regular,2019-10-10T00:00:00.000Z,,Louisiana,Sun Belt,Appalachian State,Sun Belt,tv,ESPN2
401112477,2019,7,regular,2019-10-11T00:00:00.000Z,,NC State,ACC,Syracuse,ACC,tv,ESPN
401121951,2019,7,regular,2019-10-11T01:15:00.000Z,,Texas State,Sun Belt,Louisiana Monroe,Sun Belt,tv,ESPNU
401114186,2019,7,regular,2019-10-12T02:00:00.000Z,,Oregon,Pac-12,Colorado,Pac-12,tv,FS1
401112478,2019,7,regular,2019-10-12T00:00:00.000Z,,Miami,ACC,Virginia,ACC,tv,ESPN
401117522,2019,7,regular,2019-10-12T00:00:00.000Z,,New Mexico,Mountain West,Colorado State,Mountain West,tv,CBSSN
401110822,2019,7,regular,2019-10-12T19:30:00.000Z,,Texas A&M,SEC,Alabama,SEC,tv,CBS
401112479,2019,7,regular,2019-10-12T19:30:00.000Z,,Clemson,ACC,Florida State,ACC,tv,ABC
401110817,2019,7,regular,2019-10-12T16:00:00.000Z,,Georgia,SEC,South Carolina,SEC,tv,ESPN
401110819,2019,7,regular,2019-10-13T00:00:00.000Z,,LSU,SEC,Florida,SEC,tv,ESPN
401110819,2019,7,regular,2019-10-13T00:00:00.000Z,,LSU,SEC,Florida,SEC,radio,ESPNRM
401112118,2019,7,regular,2019-10-12T16:00:00.000Z,,Texas,Big 12,Oklahoma,Big 12,tv,FOX
401114222,2019,7,regular,2019-10-12T23:30:00.000Z,,Notre Dame,FBS Independents,USC,Pac-12,tv,NBC
401112195,2019,7,regular,2019-10-12T23:30:00.000Z,,Iowa,Big Ten,Penn State,Big Ten,tv,ABC
401117521,2019,7,regular,2019-10-13T02:15:00.000Z,,Boise State,Mountain West,Hawai'i,Mountain West,tv,ESPN2
401114204,2019,7,regular,2019-10-13T00:00:00.000Z,,Oregon State,Pac-12,Utah,Pac-12,tv,PAC12
401112150,2019,7,regular,2019-10-12T16:00:00.000Z,,Illinois,Big Ten,Michigan,Big Ten,tv,ABC
401114157,2019,7,regular,2019-10-12T19:30:00.000Z,,Arizona State,Pac-12,Washington State,Pac-12,tv,PAC12
401112481,2019,7,regular,2019-10-12T23:30:00.000Z,,Wake Forest,ACC,Louisville,ACC,tv,ACCN
401117881,2019,7,regular,2019-10-12T16:00:00.000Z,,Temple,American Athletic,Memphis,American Athletic,tv,ESPN2
401117879,2019,7,regular,2019-10-12T19:30:00.000Z,,Houston,American Athletic,Cincinnati,American Athletic,tv,ESPN2
401110821,2019,7,regular,2019-10-12T16:00:00.000Z,,Tennessee,SEC,Mississippi State,SEC,tv,SECN
401119278,2019,7,regular,2019-10-12T16:00:00.000Z,,Western Michigan,Mid-American,Miami (OH),Mid-American,tv,ESPNU
401112480,2019,7,regular,2019-10-12T16:30:00.000Z,,Duke,ACC,Georgia Tech,ACC,web,ACCNX
401119276,2019,7,regular,2019-10-12T18:00:00.000Z,,Eastern Michigan,Mid-American,Ball State,Mid-American,web,ESPN+
401114343,2019,7,regular,2019-10-12T19:00:00.000Z,,Central Michigan,Mid-American,New Mexico State,FBS Independents,web,ESPN3
401117214,2019,7,regular,2019-10-12T19:30:00.000Z,,South Florida,American Athletic,BYU,FBS Independents,tv,CBSSN
401119277,2019,7,regular,2019-10-12T19:30:00.000Z,,Akron,Mid-American,Kent State,Mid-American,web,ESPN3
401119279,2019,7,regular,2019-10-12T19:30:00.000Z,,Ohio,Mid-American,Northern Illinois,Mid-American,web,ESPN+
401117880,2019,7,regular,2019-10-12T19:45:00.000Z,,Tulane,American Athletic,Connecticut,American Athletic,tv,ESPNU
401110823,2019,7,regular,2019-10-12T20:00:00.000Z,,Vanderbilt,SEC,UNLV,Mountain West,tv,SECN
401112089,2019,7,regular,2019-10-12T20:00:00.000Z,,West Virginia,Big 12,Iowa State,Big 12,tv,ESPN
401112482,2019,7,regular,2019-10-12T20:00:00.000Z,,Virginia Tech,ACC,Rhode Island,,tv,ACCN
401114280,2019,7,regular,2019-10-12T20:00:00.000Z,,Florida Atlantic,Conference USA,Middle Tennessee,Conference USA,web,ESPN+
401121952,2019,7,regular,2019-10-12T21:00:00.000Z,,Coastal Carolina,Sun Belt,Georgia State,Sun Belt,web,ESPN+
401114284,2019,7,regular,2019-10-12T22:00:00.000Z,,UT San Antonio,Conference USA,UAB,Conference USA,web,ESPN+
401114281,2019,7,regular,2019-10-12T23:00:00.000Z,,Louisiana Tech,Conference USA,UMass,FBS Independents,web,ESPN3
401117520,2019,7,regular,2019-10-12T23:00:00.000Z,,Air Force,Mountain West,Fresno State,Mountain West,tv,CBSSN
401110820,2019,7,regular,2019-10-12T23:00:00.000Z,,Missouri,SEC,Ole Miss,SEC,tv,ESPN2
401114279,2019,7,regular,2019-10-12T23:00:00.000Z,,Florida International,Conference USA,Charlotte,Conference USA,web,ESPN+
401110818,2019,7,regular,2019-10-12T23:30:00.000Z,,Kentucky,SEC,Arkansas,SEC,tv,SECN
401117882,2019,7,regular,2019-10-12T23:30:00.000Z,,Tulsa,American Athletic,Navy,American Athletic,tv,ESPNU
401117523,2019,7,regular,2019-10-13T02:30:00.000Z,,San Diego State,Mountain West,Wyoming,Mountain West,tv,CBSSN
401121953,2019,8,regular,2019-10-17T00:00:00.000Z,,Troy,Sun Belt,South Alabama,Sun Belt,tv,ESPN2
401121954,2019,8,regular,2019-10-17T23:30:00.000Z,,Arkansas State,Sun Belt,Louisiana,Sun Belt,tv,ESPNU
401114210,2019,8,regular,2019-10-18T01:00:00.000Z,,Stanford,Pac-12,UCLA,Pac-12,tv,ESPN
401112248,2019,8,regular,2019-10-19T00:30:00.000Z,,Northwestern,Big Ten,Ohio State,Big Ten,tv,BTN
401114288,2019,8,regular,2019-10-18T22:30:00.000Z,,Florida Atlantic,Conference USA,Marshall,Conference USA,tv,CBSSN
401112483,2019,8,regular,2019-10-18T23:00:00.000Z,,Syracuse,ACC,Pittsburgh,ACC,tv,ESPN
401117528,2019,8,regular,2019-10-19T02:00:00.000Z,,Fresno State,Mountain West,UNLV,Mountain West,tv,CBSSN
401110824,2019,8,regular,2019-10-20T01:00:00.000Z,,Alabama,SEC,Tennessee,SEC,tv,ESPN
401110828,2019,8,regular,2019-10-19T19:30:00.000Z,,Mississippi State,SEC,LSU,SEC,tv,CBS
401112485,2019,8,regular,2019-10-19T16:00:00.000Z,,Louisville,ACC,Clemson,ACC,tv,ABC
401112119,2019,8,regular,2019-10-19T16:00:00.000Z,,Oklahoma,Big 12,West Virginia,Big 12,tv,FOX
401112151,2019,8,regular,2019-10-19T16:00:00.000Z,,Illinois,Big Ten,Wisconsin,Big Ten,tv,BTN
401112226,2019,8,regular,2019-10-19T23:30:00.000Z,,Penn State,Big Ten,Michigan,Big Ten,tv,ABC
401110829,2019,8,regular,2019-10-19T16:00:00.000Z,,South Carolina,SEC,Florida,SEC,tv,ESPN
401110826,2019,8,regular,2019-10-19T22:00:00.000Z,,Georgia,SEC,Kentucky,SEC,tv,ESPN
401110825,2019,8,regular,2019-10-19T16:00:00.000Z,,Arkansas,SEC,Auburn,SEC,tv,SECN
401114196,2019,8,regular,2019-10-19T19:30:00.000Z,,Washington,Pac-12,Oregon,Pac-12,tv,ABC
401114196,2019,8,regular,2019-10-19T19:30:00.000Z,,Washington,Pac-12,Oregon,Pac-12,radio,ESPNRM
401114158,2019,8,regular,2019-10-19T22:00:00.000Z,,Utah,Pac-12,Arizona State,Pac-12,tv,PAC12
401117215,2019,8,regular,2019-10-20T02:15:00.000Z,,BYU,FBS Independents,Boise State,Mountain West,tv,ESPN2
401112102,2019,8,regular,2019-10-19T23:00:00.000Z,,Texas,Big 12,Kansas,Big 12,tv,LHN
401112079,2019,8,regular,2019-10-19T20:00:00.000Z,,Oklahoma State,Big 12,Baylor,Big 12,tv,FOX
401117887,2019,8,regular,2019-10-19T19:30:00.000Z,,SMU,American Athletic,Temple,American Athletic,tv,ESPN2
401112234,2019,8,regular,2019-10-19T19:30:00.000Z,,Rutgers,Big Ten,Minnesota,Big Ten,tv,BTN
401117885,2019,8,regular,2019-10-19T19:30:00.000Z,,Cincinnati,American Athletic,Tulsa,American Athletic,tv,ESPNU
401110830,2019,8,regular,2019-10-19T20:00:00.000Z,,Vanderbilt,SEC,Missouri,SEC,tv,SECN
401112196,2019,8,regular,2019-10-19T16:00:00.000Z,,Iowa,Big Ten,Purdue,Big Ten,tv,ESPN2
401121955,2019,8,regular,2019-10-19T19:30:00.000Z,,Appalachian State,Sun Belt,Louisiana Monroe,Sun Belt,web,ESPN+
401117886,2019,8,regular,2019-10-19T16:00:00.000Z,,Connecticut,American Athletic,Houston,American Athletic,tv,ESPNU
401119283,2019,8,regular,2019-10-19T16:00:00.000Z,,Ohio,Mid-American,Kent State,Mid-American,tv,CBSSN
401112488,2019,8,regular,2019-10-19T16:00:00.000Z,,Miami,ACC,Georgia Tech,ACC,tv,ACCN
401112484,2019,8,regular,2019-10-19T16:00:00.000Z,,Boston College,ACC,NC State,ACC,web,ACCNX
401112090,2019,8,regular,2019-10-19T16:00:00.000Z,,Texas Tech,Big 12,Iowa State,Big 12,tv,FS1
